치매센터명,치매센터유형,소재지도로명주소,소재지지번주소,위도,경도,설립연월,건축물면적,부대시설정보,의사인원수,간호사인원수,사회복지사인원수,기타인원현황,운영기관명,운영기관대표자명,운영기관전화번호,운영위탁일자,주요치매관리프로그램소개,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
권선구치매안심센터,치매안심센터,경기도 수원시 권선구 호매실로 22-50(탑동),경기도 수원시 권선구 탑동 910,37.25874424,126.9711281,2019-07,498,사무실(1)+프로그램실(3)+상담검진실(3)+가족카페(1),2,13,3,작업치료사(2),권선구보건소,조성신,031-5191-0425,,치매조기검진+치매치료관리비지원+인지프로그램운영+치매가족지지프로그램 운영+치매인식개선 및 홍보 등,031-5191-0421,경기도 수원시 권선구보건소,2025-11-14,3740000,경기도 수원시
장안구치매안심센터,치매안심센터,경기도 수원시 장안구 송원로 101 (조원동),경기도 수원시 장안구 조원동 888,37.30402833,127.0103129,2018-10,482,사무실(2)+프로그램실(4)+상담검진실(3)+진료실(1)+가족카페(1),2,11,4,작업치료사(3),장안구보건소,김정원,031-5191-0230,,치매조기검진+치매치료관리비지원+인지프로그램운영+치매가족지지프로그램 운영 등,031-5191-0222,경기도 수원시 장안구보건소,2025-11-14,3740000,경기도 수원시
군산시치매안심센터,치매안심센터,전북특별자치도 군산시 공단대로 482(나운동),전북특별자치도 군산시 나운동 808-2,35.9646059,126.6897785,2018-07,956.7,사무실(3)+상담실(3)+프로그램실(2)+가족카페(1),1,10,5,임상심리사(1)+작업치료사(4),군산시보건소,,063-454-5870,2015-07-01,"무료치매검사, 치매환자쉼터운영,치매예방 및 인지강화프로그램 운영 등",063-454-5870,전북특별자치도 군산시청,2025-11-12,4671000,전북특별자치도 군산시
서울특별시 구로구 치매안심센터,치매안심센터,"서울특별시 구로구 디지털로 243, 2층 (지-하이시티 빌딩)","서울특별시 구로구 구로동 237, 2층",37.48199097,126.892351,2009-12,530.25,검진실+가족쉼터 및 카페+프로그램실,1,11,5,작업치료사(5)+운동처방사(1)+음악치료사(1)+송영인력(1)+이동카사업전담인력(1),고려대학교 구로병원,,02-2612-7041,2024-01-01,무료치매검사+정상 고위험 치매 프로그램 및 인지프로그램 운영+치매가족프로그램 등,02-860-3273,서울특별시 구로구 보건소,2025-11-17,3160000,서울특별시 구로구
청송군치매안심센터,치매안심센터,경상북도 청송군 청송읍 의료원길 19,경상북도 청송군 청송읍 금곡리 1056-54,36.43113169,129.0518042,2018-12,413,사무실(1)+프로그램실(1)+회의실(1)+진단실(1)+가족카페(1),0,10,2,작업치료사(1),청송군보건의료원,윤홍배,054-870-7341,,치매조기검진+치매환자쉼터+인지강화교실+치매예방교실+치매예방교육+치매서포터즈 및 치매극복선도단체 양성+치매보듬마을 운영+우리마을예쁜치매쉼터운영+치매환자사례관리+치매환자가족교실+자조모임운영+치매치료관리비지원+조호물품제공+배회인식표 및 지문인기 등록+치매극복 전국걷기행사+치매극복의날 기념 행사+치매관사업 DB자료 등록 및 분석,,경상북도 청송군청,2025-11-17,5160000,경상북도 청송군
대전광역시 대덕구 치매안심센터,치매안심센터,"대전광역시 대덕구 동춘당로 187, 3층","대전광역시 대덕구 법동 192-1, 3층",36.367296,127.430828,2018-07,487.3,로비+사무실+교육·상담실+검진실+프로그램실(2)+가족카페,1,13,1,작업치료사(1)+임상심리사(1),대전광역시 대덕구보건소,이석우,042-608-5426,,"무료 치매검사, 치매 가족교육, 치매 예방교육, 치매 인지교실, 조호물품 제공 등",042-608-5426,대전광역시 대덕구,2025-11-17,3680000,대전광역시 대덕구
제주시 제주치매안심센터,치매안심센터,제주특별자치도 제주시 연삼로 264,제주특별자치도 제주시 도남동 567-1,33.49159994,126.520239,2018-08,643.65,사무실(1)+검사실(3)+쉼터(1)+프로그램실(1)+로비(1)+가족카페(1)+창고(1),0,12,2,작업치료사(1),제주특별자치도 제주시 제주보건소,이민철,064-728-8490,,치매상담 및 등록관리+치매조기검진+치매예방 및 인지강화교실+경증치매 쉼터 프로그램+조호물품 지원+치매치료비 지원+치매가족지원 프로그램+인식개선 및 교육홍보사업+안심마을 운영 등,064-728-8474,제주특별자치도 제주시 제주보건소,2025-03-20,6510000,제주특별자치도 제주시
평창군치매안심센터,치매안심센터,강원특별자치도 평창군 평창읍 종부로 61,강원특별자치도 평창군 평창읍 종부리 504,37.36049168,128.388852,2017-12,472,,0,4,3,5,평창군보건의료원,평창군수,033-330-4900,,치매환자 쉼터프로그램+치매가족헤아림프로그램+치매예방인지재활프로그램+치매재가환자방문인지재활프로그램,033-330-4830,평창군보건의료원,2024-09-27,4281000,강원특별자치도 평창군
동안치매안심센터,치매안심센터,경기도 안양시 동안구 관악대로 375,경기도 안양시 동안구 관양동 1432-15,37.404789,126.96453,2019-11,891.25,사무실+쉼터+프로그램실+검진실+가족 카페 등,1,10,1,작업치료사(2),동안구보건소,김순기,031-8045-6801,,무료 치매검사+쉼터운영+치매극복의 날 기념행사 등,,안양시 동안구보건소,2025-12-15,3830000,경기도 안양시
만안치매안심센터,치매안심센터,경기도 안양시 만안구 문예로 48 (6층),경기도 안양시 만안구 안양동 532-1,37.385898,126.932945,2019-04,406.8,사무실+쉼터+프로그램실+검진실+가족 카페 등,1,8,1,작업치료사(2)+기타(1),만안구보건소,한영자,031-8045-3038,,무료 치매검사+쉼터 운영+치매극복의 날 기념행사 등,,안양시 만안구보건소,2025-12-15,3830000,경기도 안양시
사하구 치매안심센터(다대분소),치매안심센터,부산광역시 사하구 다대로530번길 7,부산광역시 사하구 다대동 933-1,35.05916984,128.9713294,2023-02,17.68,치매안심센터운영,0,1,0,,부산광역시 사하구보건소,박승아,051-220-0034,,치매조기검진+조호물품 지원 등,051-220-0034,부산광역시 사하구보건소,2025-12-16,3340000,부산광역시 사하구
사하구 치매안심센터(신평분소),치매안심센터,부산광역시 사하구 하신중앙로 185,부산광역시 사하구 신평동 646-2,35.09496763,128.9615408,2020-04,200,치매안심센터운영,0,6,1,,부산광역시 사하구보건소,박승아,051-220-0074,,치매조기검진+치료관리비 지원+치매 인식 개선을 위한 홍보 캠페인 등,051-220-0074,부산광역시 사하구보건소,2025-12-16,3340000,부산광역시 사하구
사하구 치매안심센터(본소),치매안심센터,부산광역시 사하구 까치고개로 50-10,부산광역시 사하구 괴정동 12-31,35.10448398,129.0063462,2019-05,997.87,치매안심센터운영,0,7,2,작업치료사(2)+운전(1),부산광역시 사하구보건소,박승아,051-220-5987,,치매조기검진+치료관리비 지원+치매 인식 개선을 위한 홍보 캠페인 등,051-220-5986,부산광역시 사하구보건소,2025-12-16,3340000,부산광역시 사하구
충청남도 계룡시 치매센터,치매안심센터,충청남도 계룡시 장안로 54,충청남도 계룡시 금암동 10,36.2730058,127.250047,2019-11,165,,0,3,0,"작업치료사(1),행정(3)",계룡시보건소,임방원,042-840-3681,,무료치매검사,,충청남도 계룡시청,2023-07-13,5580000,충청남도 계룡시
홍천군치매안심센터,치매안심센터,강원특별자치도 홍천군 홍천읍 홍천로1길 9,,37.689933,127.875548,2019-12,657.42,사무실(3)+교육실(1)+진료실(1)+대기실(2),0,7,4,치위생사(1)+작업치료사(2)+행정업무(10),홍천군보건소,원은숙,033-430-4055,,무료 치매조기검진+치매환자 및 가족 지원 프로그램+치매환자 치료비 지원+치매환자 돌봄 물품지원+치매인식개선사업 등,033-432-7801,강원특별자치도 홍천군청,2023-10-05,4251000,강원특별자치도 홍천군
포천시치매안심센터 영북분소,치매안심센터,경기도 포천시 영북면 영북로166,경기도 포천시 영북면 운천리 340-6,38.08929432,127.2756337,2018-12,122,사무실+대기실+프로그램실,0,1,0,작업치료사(1),경기도 포천시보건소,포천시보건소장,031-538-4860,,치매검진+치매인지강화 프로그램,031-538-4860,경기도 포천시청,2024-11-14,5600000,경기도 포천시
포천시치매안심센터 일동분소,치매안심센터,경기도 포천시 일동면 소야길9,경기도 포천시 일동면 기산리 88-31,37.95581136,127.315347,2020-08,98,사무실+대기실+프로그램실,0,1,0,작업치료사(1),경기도 포천시보건소,포천시보건소장,031-538-4547,,치매검진+치매인지강화 프로그램,031-538-4547,경기도 포천시청,2024-11-14,5600000,경기도 포천시
포천시치매안심센터,치매안심센터,경기도 포천시 삼육사로 2186번길 11-15,경기도 포천시 선단동 629-1,37.85346198,127.1593101,2018-09,591,사무실+회의실+교육실+검진실,0,6,1,"작업치료사(3), 행정(2)",경기도 포천시보건소,포천시보건소장,031-538-4831,,치매검진+치매인지강화 프로그램,031-538-4831,경기도 포천시청,2024-11-14,5600000,경기도 포천시
통영시 치매센터,치매안심센터,경상남도 통영시 안개4길 102(무전동),경상남도 통영시 무전동 401-1,34.85979047,128.4323385,2019-12,310.77,사무실,0,8,2,행정업무(7),경상남도 통영시,천영기,055-650-6100,,조기치매검진+치매환자상담및등록관리고위험군집중검진및등록관리+파트너선도단체양성+인식개선및홍보+사례관리운영+인지강화교실운영+쉼터운영+기족교실운영+치매환자실종예방관리비지원+정밀진단비지원,055-650-6100,경상남도 통영시,2025-12-18,5330000,경상남도 통영시
세종특별자치시광역치매센터,광역치매센터,세종특별자치시 조치원읍 수원지1길 16,세종특별자치시 조치원읍 평리 12,36.60725506,127.3000196,2017-01,439,사무실(1)+소회의실(1)+상담실(1)+대회의실(1)+체험관(1),1,1,3,작업치료사(2),충남대학교병원,김정란,044-867-2851,2022-12-01,치매 기획+연구+교육+기술지원사업(광역),044-300-5723,세종특별자치시청,2025-12-18,5690000,세종특별자치시
광명시치매안심센터,치매안심센터,경기도 광명시 소하로 196 3층,경기도 광명시 소하동 1344-1 3층,37.4465998,126.8949732,2019-01,733.04,사무실(1)+프로그램실(1)+협력의사상담실(1)+상담실(2),1,16,1,작업치료사(1)+보건직(1),광명시치매안심센터,이현숙,02-2680-5830,,치매조기검진+치매극복의날 기념행사+치매서포터즈양성+치매안심마을 운영+치매인지프로그램운영 등,02-2680-5532,경기도 광명시 보건소,2025-12-09,3900000,경기도 광명시
예천군치매안심센터,치매안심센터,경상북도 예천군 예천읍 군청길 33,경상북도 예천군 예천읍 노상리 125-1,36.65769827,128.4529801,2020-12,350,사무실(2)+프로그램실(2)+검진실(1)+상담실(1),0,12,1,센터장(1)부센터장(1)팀장(1)행정(2)작업치료사(1),예천군보건소,안남기,054-650-8100,,치매조기검진+치매등록+치매환자쉼터+인지강화교실+치매예방교실+치매예방교육+치매서포터즈 및 치매극복선도단체 양성+치매보듬마을 운영+우리마을예쁜치매쉼터 운영+맞춤형사례관리+가족교실·자조모임운영+치매치료관리비지원+조호물품제공+배회인식표 및 배회감지기 지원+치매극복 캠페인 등,054-650-8100,경상북도 예천군 보건소,2025-12-09,5230000,경상북도 예천군
연제구치매안심센터,치매안심센터,부산광역시 연제구 중앙대로1038번길 40,부산광역시 연제구 연산동2400,35.17937451,129.0788446,2018-11,780.06,상담실2+검진실+센터장실+프로그램실+기억학교+회의실+가족나눔실+사무실2,2,11,2,심리상담사(1)+작업치료사(2),연제구보건소,신승건,051-665-5481,2018-11-18,치매상담검진+환자 및 가족 지원+인식개선홍보+치매사례관리,051-665-5481,부산광역시 연제구 보건소,2025-12-09,3370000,부산광역시 연제구
김포시치매안심센터 보건사업과,치매안심센터,경기도 김포시 사우중로 73번길 52  래미안프라자 4층,경기도 김포시 북변동 817,37.62308177,126.7211346,2018-06,698.27,,2,8,1,작업치료사(3) +기타(1),김포시 치매안심센터,구영미,031-5186-4169,,치매선별검사+치매예방 및 인지저하 프로그램+치매극복 선도학교 운영+치매치료관리비+치매공공후견인+조호물품제공,031-5186-4169,경기도 김포시 보건소,2025-12-08,4090000,경기도 김포시
철원군치매안심센터,치매안심센터,강원특별자치도 철원군 갈말읍 군탄로16,강원특별자치도 철원군 갈말읍 군탄리 960-2,38.1481382,127.3025602,2018-11,1242.28,사무실(1)+회의실(1)+프로그램실(1)+검진실(2)+카페(1)+화장실(3)+엘리베이터(1),0,3,3,작업치료사(1)+간호조무사(1)+행정(1),철원군보건소,보건소장,033-450-5105,2018-11-01,치매어르신쉼터프로그램+농촌치유프로그램+치매조기검진 및 진단검사+치매예방교실프로그램+찾아가는경노당프로그램+분소운영+치매안심마을프로그램+치매인식개선캠페인 및 파트너양성교육+치매실종예방교실,033-450-5105,강원도 철원군 보건소,2024-11-20,4301000,강원특별자치도 철원군
세종특별자치시 치매안심센터(어진동),치매안심센터,세종특별자치시 시청대로 583,,36.49538315,127.3188085,2019-12,452,사무실(1)+프로그램실(1)+상담실(1)+검진실(1)+교육실(1)+가족카페(1)+쉼터(1),0,4,1,,세종특별자치시보건소,강민구,044-301-2000,,치매검진+상담+쉼터+가족교실 프로그램 등 운영(기초),044-301-2000,세종특별자치시보건소,2025-12-18,5690000,세종특별자치시
세종특별자치시 치매안심센터(조치원),치매안심센터,세종특별자치시 조치원읍 대첩로 32,세종특별자치시 조치원읍 신흥리 53-1,36.59626916,127.2928906,2019-12,334,사무실(1)+프로그램실(2)+상담실(1)+검진실(3)+가족카페(1),1,4,1,,세종특별자치시보건소,강민구,044-301-2000,,치매검진+상담+쉼터+가족교실 프로그램 등 운영(기초),044-301-2000,세종특별자치시보건소,2025-12-18,5690000,세종특별자치시
부여군 치매안심센터,치매안심센터,충청남도 부여군 부여읍 성왕로 205,충청남도 부여군 부여읍 구아리 136,36.28305231,126.9093363,2024-12,500,사무실(1)+검진실(1)+상담실(1)+프로그램실(3)+가족카페(1)+로비(1)+사랑방(1),0,10,3,작업치료사(2),충청남도 부여군보건소,,041-830-8727,,치매노인 등록 및 관리+치매노인 및 보호자에 대한 상담 지원+치매조기검진+치매치료관리비 지원 및 치매환자 사례관리+치매인지재활 프로그램+치매가족교실 및 자조모임 등,041-830-8600,충청남도 부여군청,2025-12-15,4570000,충청남도 부여군
논산시치매안심센터,치매안심센터,충청남도 논산시 논산대로 408,충청남도 논산시 관촉동 329-2,36.19653553,127.1047397,2018-11,,가족카페+검진실+상담실+쉼터 등,0,11,3,임상심리사(1) 작업치료사(2),논산시보건소,김배현,041-746-6921,,치매조기검진+치매예방교육+치매환자등록관리+치매환자 가족교실 및 자조모임+치매환자 쉼터운영 등,041-746-6921,충청남도 논산시 보건소,2025-12-28,4540000,충청남도 논산시
호원치매안심센터,치매안심센터,"경기도 의정부시 신흥로 115, 별관 3층 (호원동, 호원2동행정복지센터)",,37.72645877,127.0431115,2019-12,148.58,,0,3,1,물리치료사(1)+위생사(1),의정부시 보건소,장연국,031-870-6124,,무료치매선별검사+ 치매상담+ 치매예방교육+ 재가치매환자 조호물품 지원+ 치매치료관리비 지원+ 치매 극복의 날 기념행사 등,031-870-6121,의정부시 보건소,2025-09-12,3820000,경기도 의정부시
구미치매안심센터,치매안심센터,경상북도 구미시 지산11길 8-1,경상북도 구미시 지산동 853-141,36.139463,128.3455203,2019-12,738.66,사무실(1)+진료실(1)+검사실(1)+상담실(1)+프로그램실(2)+가족카페(1)+교육실(1)+소회의실(1)+쉼터(1),0,9,2,작업치료사(3)+ 행정인력(3),구미치매안심센터,임명섭,054-480-4880,,치매환자 등록 및 상담+맞춤형 사례관리+치매조기검진+치매환자쉼터 및 예방교실+치매가족지원사업+치매인식개선사업 등,054-880-3797,경상북도청,2025-04-08,5080000,경상북도 구미시
무안군치매안심센터,치매안심센터,전라남도 무안군 무안읍 면성1길 128,전라남도 무안군 무안읍 성남리 813-2,34.98725207,126.4732635,2019-01,431.94,검진실(2)+상담실(1)+정밀진단실(1)+기억다방(1)+인지학습실(1)+프로그램실(2)+치매사무실(1),1,8,3,작업치료사(2)+공무원(3),무안군보건소,김성철,061-450-5075,,치매조기검진+치매상담 및 등록관리+치매예방교육+인지강화교실+쉼터+가족교실+자조모임+치매인식개선교육 등,061-450-5075,무안군보건소,2025-04-10,4950000,전라남도 무안군
보건소치매센터,치매안심센터,경상남도 남해군 남해읍 선소로 6,경상남도 남해군 남해읍 차산리 645-1,34.84474988,127.8987479,2020-01,404,보건소 치매예방팀,1,8,2,치위생사(1)+작업치료사(1)+행정(3),남해군 보건소,곽기두,055-860-8791,,치매환자 쉼터 운영 및 치매조기검진,055-860-8693,남해군 보건소,2025-04-17,5430000,경상남도 남해군
목포시 치매안심센터,치매안심센터,전라남도 목포시 수문로 32,전라남도 목포시 남교동 164,34.79313246,126.3829319,2018-04,1046,,2,12,3,"5(작업치료사3, 방사선사1, 간호조무사1)",전라남도 목포시 하당보건지소,김경희,061-270-4271,,치매선별검사+치매프로그램+치매환자등록관리,061-270-4271,전라남도 목포시청,2025-04-23,4800000,전라남도 목포시
울산광역시 동구보건소 치매안심센터,치매안심센터,울산광역시 동구 봉수로 155,울산광역시 동구 화정동 222,35.505086,129.41643,2019-08,401,상담실(2)+쉼터+교육실+프로그램실(2)+요리실,1,8,1,작업치료사(2),울산광역시 동구보건소,박수환,052-209-4060,,"치매예방 및 인지강화 프로그램, 돌봄 쉼터, 가족교실, 힐링프로그램, 가족 자조모임 운영",052-209-4060,울산광역시 동구보건소,2025-03-06,3710000,울산광역시 동구
영주시치매안심센터,치매안심센터,경상북도 영주시 영주로159번길 73,경상북도 영주시 영주동 479-1 영주시치매안심센터,36.8287755,128.6159883,2018-08,1255.89,사무실(2)+상담실(1)+쉼터(1)+프로그램실(3)+화장실(2),1,11,3,,영주시치매안심센터,,054-639-5733,,치매상담등록+사례관리+조기검진+쉼터지원 및 가족지원+인식개선 홍보 등,054-777-6400,경상북도 광역치매센터,2024-12-13,5090000,경상북도 영주시
