시설명,시설유형,소재지도로명주소,소재지지번주소,위도,경도,영업상태명,전화번호,건립일자,건물면적,관리기관명,데이터기준일자,제공기관코드,제공기관명
낙산경로당,마을회관및경로당,전라남도 강진군 병영면 낙산길 11,전라남도 강진군 병영면 상낙리 615-1,34.72653854,126.8184636,영업,,1905-06-21,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
달빛한옥경로당,마을회관및경로당,전라남도 강진군 성전면 달빛한옥길 2 (달빛한옥마을경로당),전라남도 강진군 성전면 월남리 1305,34.73860661,126.7166385,영업,,2010-02-16,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
금당경로당,마을회관및경로당,전라남도 강진군 성전면 금당길 36-14,전라남도 강진군 성전면 금당리 236-1,34.66786719,126.7314014,영업,,1905-06-26,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
거목경로당,마을회관및경로당,전라남도 강진군 성전면 거목길 14,전라남도 강진군 성전면 금당리 811,34.66282857,126.7169062,영업,,1905-07-07,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
성전면분회경로당,마을회관및경로당,전라남도 강진군 성전면 예향로 11-4,전라남도 강진군 성전면 월평리 56-1,34.69250049,126.7079231,영업,,1996-09-02,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
용정경로당,마을회관및경로당,전라남도 강진군 신전면 신전용정길 2-1,전라남도 강진군 신전면 용화리 775-1,34.4781617,126.6992789,영업,,1905-05-23,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
영수경로당,마을회관및경로당,전라남도 강진군 신전면 영장수길 160,전라남도 강진군 신전면 영관리 583-4,34.48275846,126.6844266,영업,,1905-07-07,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
어관경로당,마을회관및경로당,전라남도 강진군 신전면 어관신안길 24,전라남도 강진군 신전면 영관리 290-1,34.48905724,126.6877438,영업,,1905-06-21,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
약천경로당,마을회관및경로당,전라남도 강진군 신전면 약천길 8,전라남도 강진군 신전면 벌정리 419-2,34.49256685,126.7431715,영업,,1905-06-20,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
연동남자경로당,마을회관및경로당,전라남도 강진군 마량면 청자로 2469,전라남도 강진군 마량면 원포리 661-1,34.46644022,126.8264551,영업,,1905-07-01,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
신마경로당,마을회관및경로당,전라남도 강진군 마량면 삼마로 115,전라남도 강진군 마량면 마량리 1440,34.45164172,126.8309536,영업,,1905-07-01,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
옴천면분회경로당,마을회관및경로당,전라남도 강진군 옴천면 개산중앙길 15-2,전라남도 강진군 옴천면 개산리 279-7,34.74451158,126.7940225,영업,,1985-06-29,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
숙마경로당,마을회관및경로당,전라남도 강진군 마량면 숙마길 8,전라남도 강진군 마량면 원포리 180-6,34.46140034,126.8355941,영업,,1905-06-21,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
수인애월경로당,마을회관및경로당,전라남도 강진군 마량면 수인안길 9-1,전라남도 강진군 마량면 수인리 385-3,34.46369265,126.8108918,영업,,1905-06-15,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
수인경로당,마을회관및경로당,전라남도 강진군 마량면 수인안길 9-1,전라남도 강진군 마량면 수인리 385-3,34.46369265,126.8108918,영업,,1905-06-27,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
서중여자경로당,마을회관및경로당,전라남도 강진군 마량면 서중길 13,전라남도 강진군 마량면 마량리 1068-7,34.45717291,126.8145349,영업,,1905-06-21,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
서중경로당,마을회관및경로당,전라남도 강진군 마량면 서중길 12,전라남도 강진군 마량면 마량리 1075,34.457344,126.814829,영업,,1905-07-01,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
상분경로당,마을회관및경로당,전라남도 강진군 마량면 상분길 15,전라남도 강진군 마량면 상흥리 122,34.48209152,126.8494139,영업,,1905-07-13,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
수연당,마을회관및경로당,전라남도 강진군 마량면 마량3길 13,전라남도 강진군 마량면 마량리 792,34.45239254,126.817408,영업,,1905-07-11,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
마량2구경로당,마을회관및경로당,전라남도 강진군 마량면 마량5길 26,전라남도 강진군 마량면 마량리 987-103,34.44975152,126.8181298,영업,,1905-07-06,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
마량1구경로당,마을회관및경로당,전라남도 강진군 마량면 마량2길 19-1,전라남도 강진군 마량면 마량리 743,34.45315704,126.8171468,영업,,1905-07-01,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
마량여자경로당,마을회관및경로당,전라남도 강진군 마량면 마량8길 20,전라남도 강진군 마량면 마량리 970,34.45090369,126.8187477,영업,,2021-12-23,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
상고남자경로당,마을회관및경로당,전라남도 강진군 병영면 상고길 21,전라남도 강진군 병영면 상고리 250-1,34.72984913,126.7904083,영업,,1905-06-23,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
마량면분회경로당,마을회관및경로당,전라남도 강진군 마량면 마량8길 20,전라남도 강진군 마량면 마량리 970,34.45090369,126.8187477,영업,,1905-06-30,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
항동경로당,마을회관및경로당,전라남도 강진군 대구면 항동길 13,전라남도 강진군 대구면 용운리 254,34.52998615,126.8327346,영업,,1905-06-14,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
하저경로당,마을회관및경로당,전라남도 강진군 대구면 저두바닷길 88,전라남도 강진군 대구면 저두리 398-2,34.52427059,126.7919079,영업,,1905-06-17,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
청용경로당,마을회관및경로당,전라남도 강진군 대구면 계율길 117-12,전라남도 강진군 대구면 계율리 341,34.50436739,126.8162985,영업,,1905-06-17,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
중저경로당,마을회관및경로당,전라남도 강진군 대구면 중저길 75,전라남도 강진군 대구면 저두리 295-1,34.53669454,126.7933243,영업,,1905-05-22,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
용문경로당,마을회관및경로당,전라남도 강진군 대구면 용문길 34,전라남도 강진군 대구면 용운리 335-7,34.52474198,126.8209258,영업,,1905-05-28,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
수동경로당,마을회관및경로당,전라남도 강진군 대구면 수동길 38,전라남도 강진군 대구면 수동리 568-2,34.49688322,126.8017587,영업,,1905-06-17,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
상저경로당,마을회관및경로당,전라남도 강진군 대구면 상저길 25,전라남도 강진군 대구면 저두리 157-7,34.53613643,126.7969084,영업,,1905-05-23,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
백사경로당,마을회관및경로당,전라남도 강진군 대구면 백사1길 48,전라남도 강진군 대구면 사당리 383-12,34.4972993,126.7942152,영업,,1905-06-19,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
미산경로당,마을회관및경로당,전라남도 강진군 대구면 미산길 36,전라남도 강진군 대구면 사당리 302-1,34.50666197,126.7943583,영업,,1905-06-27,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
삭둔경로당,마을회관및경로당,전라남도 강진군 병영면 삭둔길 65,전라남도 강진군 병영면 삭양리 528-1,34.68965777,126.8417125,영업,,1905-06-21,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
당전경로당,마을회관및경로당,전라남도 강진군 대구면 당전길 21,전라남도 강진군 대구면 사당리 91-8,34.50947635,126.8046567,영업,,1905-06-16,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
남호경로당,마을회관및경로당,전라남도 강진군 대구면 남호길 82-1,전라남도 강진군 대구면 구수리 1097-1,34.47388275,126.7945765,영업,,1905-06-16,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
난산경로당,마을회관및경로당,전라남도 강진군 대구면 계율길 200,전라남도 강진군 대구면 계율리 476-1,34.50317466,126.8089448,영업,,1905-06-16,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
구곡경로당,마을회관및경로당,전라남도 강진군 대구면 구곡길 52-7,전라남도 강진군 대구면 구수리 812-2,34.48400365,126.8016971,영업,,1905-06-25,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
계치경로당,마을회관및경로당,전라남도 강진군 대구면 계율길 39,전라남도 강진군 대구면 계율리 686-1,34.50867944,126.8145912,영업,,1905-06-05,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
대구면분회경로당,마을회관및경로당,전라남도 강진군 대구면 수동길 6,전라남도 강진군 대구면 수동리 998-2,34.49457343,126.8004906,영업,,2004-12-12,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
현천경로당,마을회관및경로당,전라남도 강진군 칠량면 현천길 60,전라남도 강진군 칠량면 동백리 216-3,34.59495601,126.802266,영업,,2016-02-28,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
한림와촌 경로당,마을회관및경로당,전라남도 강진군 칠량면 청자로 685-9,전라남도 강진군 칠량면 영복리 89-22,34.5874879,126.793863,영업,,1905-06-02,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
한림경로당,마을회관및경로당,전라남도 강진군 칠량면 칠량한림길 17,전라남도 강진군 칠량면 영복리 59-2,34.58715334,126.796907,영업,,1905-06-25,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
학동경로당,마을회관및경로당,전라남도 강진군 칠량면 칠량학동길 53,전라남도 강진군 칠량면 흥학리 501-1,34.54919706,126.8252779,영업,,1905-06-18,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
황곡경로당,마을회관및경로당,전라남도 강진군 옴천면 황곡길 13,전라남도 강진군 옴천면 황막리 587-2,34.76259118,126.7880546,영업,,1997-01-27,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
치산경로당,마을회관및경로당,전라남도 강진군 칠량면 치산길 16-4,전라남도 강진군 칠량면 단월리 663-9,34.56313436,126.8402936,영업,,1905-07-08,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
중흥노인당,마을회관및경로당,전라남도 강진군 칠량면 중흥태평길 10,전라남도 강진군 칠량면 흥학리 91-13,34.55475107,126.8338681,영업,,1905-06-25,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
장포경로당,마을회관및경로당,전라남도 강진군 칠량면 장포길 33-2,전라남도 강진군 칠량면 장계리 688-3,34.5505584,126.8081976,영업,,1905-07-10,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
율변경로당,마을회관및경로당,전라남도 강진군 칠량면 율변길 23,전라남도 강진군 칠량면 단월리 343-1,34.56205439,126.8449473,영업,,1905-06-24,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
월송경로당,마을회관및경로당,전라남도 강진군 칠량면 칠량월송길 45-2,전라남도 강진군 칠량면 단월리 546-1,34.55804765,126.839864,영업,,1905-06-19,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
월궁경로당,마을회관및경로당,전라남도 강진군 칠량면 월궁길 2,전라남도 강진군 칠량면 영동리 856-24,34.56396328,126.8006548,영업,,1905-06-17,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
운산경로당,마을회관및경로당,전라남도 강진군 칠량면 영동1길 114,전라남도 강진군 칠량면 영동리 453-3,34.57368424,126.8104139,영업,,1905-05-11,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
영풍경로당,마을회관및경로당,전라남도 강진군 칠량면 영풍길 30,전라남도 강진군 칠량면 영복리 332-10,34.57352479,126.7957848,영업,,1905-07-01,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
영평경로당,마을회관및경로당,전라남도 강진군 칠량면 영계1길 62,전라남도 강진군 칠량면 송정리 539-3,34.57508112,126.8193357,영업,,1905-06-25,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
영동경로당,마을회관및경로당,전라남도 강진군 칠량면 영동안길 23,전라남도 강진군 칠량면 영동리 1085-3,34.57163795,126.8014489,영업,,1905-06-27,,전라남도 강진군청,2025-12-18,4920000,전라남도 강진군
